"","p","d","m"
"9503",584,1,13343.750969385
"9504",689,1,13623.0566453379
"9505",770,0,8178.7970497656
"9506",584,1,14867.9993451697
"9507",689,1,13186.8176951034
"9508",859,0,12059.1269668622
"9509",695,0,8146.67288525798
"9510",584,1,12813.5161687167
"9511",584,1,9565.32434664034
"9512",584,0,7283.04081669915
"9513",584,1,15569.8416729653
"9514",689,0,9675.61639315097
"9515",584,1,8480.1751364525
"9516",584,1,5877.39608139205
"9517",584,1,12233.0871368948
"9518",584,1,10546.8029323481
"9519",859,1,13176.1878005329
"9520",584,1,10160.7504489427
"9521",695,0,9048.25487681862
"9522",666,1,9012.42416292884
"9523",695,1,11613.0012918628
"9524",584,1,8272.08642640331
"9525",584,1,11487.3774883731
"9526",666,0,9400.40337183585
"9527",695,1,11921.127638473
"9528",666,1,12032.703752608
"9529",584,1,10367.5904862893
"9530",666,1,14987.4611819774
"9531",695,0,10964.9643157088
"9532",584,1,11010.6167699174
"9533",584,0,6801.74096514012
"9534",584,1,12487.6041575099
"9535",695,0,11333.0171117975
"9536",695,0,8497.07088426208
"9537",666,0,6095.41391503568
"9538",695,1,9672.99059794047
"9539",584,0,10772.7795268344
"9540",689,0,9192.51096313072
"9541",695,1,13664.3984830324
"9542",770,1,13557.7349290132
"9543",770,0,11170.4635054311
"9544",770,1,13261.2564433658
"9545",695,0,9769.98832327676
"9546",695,1,13526.6366664424
"9547",695,0,9136.25795768794
"9548",695,1,13284.5132691574
"9549",584,0,7728.03491464621
"9550",584,1,11937.1028516066
"9551",584,1,12790.8306892206
"9552",859,0,9135.8032358772
"9553",584,1,9285.47068209986
"9554",770,0,7234.30675529137
"9555",770,0,9835.95063912533
"9556",584,1,10970.0821389921
"9557",695,0,7291.11091094006
"9558",695,1,11199.6352762454
"9559",584,1,11785.579947145
"9560",695,1,12994.9106321699
"9561",584,1,8709.74371467116
"9562",695,1,11102.2109287528
"9563",695,0,9232.20733359829
"9564",666,1,15558.0197853039
"9565",695,0,9952.26811459891
"9566",584,1,11772.1786941091
"9567",695,0,7501.70561572089
"9568",695,0,8836.63676496985
"9569",584,0,6606.05138041887
"9570",695,0,8043.31257186804
"9571",584,1,9984.58111398267
"9572",584,1,12437.010408022
"9573",584,1,9261.11084865191
"9574",584,1,13636.4948182164
"9575",770,0,6652.26412693353
"9576",770,0,8789.61517060504
"9577",695,1,10370.73341016
"9578",584,1,7285.68773017354
"9579",695,1,13143.6336374945
"9580",770,0,9897.7785048699
"9581",695,0,9201.96448686786
"9582",770,1,11302.8177961746
"9583",695,0,10677.0001609918
"9584",770,0,11495.8256789716
"9585",695,0,8454.98898001481
"9586",584,1,13089.3589662876
"9587",859,1,12083.1619249985
"9588",689,0,9884.79552590116
"9589",666,1,9742.52669041833
"9590",584,1,13732.9657909626
"9591",770,0,9713.26194532246
"9592",584,1,7551.42801805754
"9593",584,1,8695.01607031125
"9594",584,0,7942.41657468738
"9595",584,1,8664.76842280291
"9596",666,1,9427.78176880131
"9597",695,0,12061.8947839069
"9598",695,1,12060.54139882
"9599",584,1,11554.3224233278
"9600",770,0,9238.29343259788
"9601",859,0,10668.1345388773
"9602",584,1,12811.0227360345
"9603",770,0,8316.69862629386
"9604",770,1,10467.1404947317
"9605",584,1,9979.44202867679
"9606",859,0,11233.8691135148
"9607",695,1,12473.7888395792
"9608",584,1,7619.35973210923
"9609",859,0,9415.83386039732
"9610",584,1,12984.4349245049
"9611",584,1,10124.9733554791
"9612",584,1,9503.14841700772
"9613",695,1,12828.9360630987
"9614",695,1,14766.5229842526
"9615",770,0,10376.4081531621
"9616",584,1,8452.54017716681
"9617",584,1,9462.51251708096
"9618",770,0,12328.0265030013
"9619",666,1,8912.75632717377
"9620",584,1,13256.0913717345
"9621",584,1,11917.9788901794
"9622",695,1,11741.5023900785
"9623",584,1,12725.773696162
"9624",695,1,14230.7360604651
"9625",695,1,11498.4553410823
"9626",859,0,9880.68860159877
"9627",695,1,13304.5908795428
"9628",859,0,11924.7803970218
"9629",770,0,9235.56134107171
"9630",584,1,9368.39747425025
"9631",695,1,13455.6096245817
"9632",859,0,12575.2741989328
"9633",770,0,11230.9850626033
"9634",695,1,11275.4292497206
"9635",666,1,14774.6493813266
"9636",584,1,7101.85107975285
"9637",584,0,6772.49589054351
"9638",584,1,11148.2172015367
"9639",695,0,8170.81244070157
"9640",695,1,8555.79098580381
"9641",584,1,9075.09270313676
"9642",695,1,10439.0766575226
"9643",770,0,9660.46280535184
"9644",770,0,10634.6184059412
"9645",695,1,14178.8726986255
"9646",770,0,12032.0695792103
"9647",584,1,11022.2142998383
"9648",695,1,10391.1659701085
"9649",695,0,7952.22782968139
"9650",666,0,7667.529923587
"9651",584,0,10003.7943132038
"9652",689,1,10625.4481831404
"9653",584,0,9777.83440619516
"9654",584,1,9736.19720854667
"9655",584,1,7912.28338379589
"9656",770,0,10306.5668650925
"9657",770,1,12903.7655747734
"9658",584,1,13815.9038207784
"9659",770,1,10764.3036302806
"9660",584,0,5422.07159065751
"9661",584,1,12881.5659871718
"9662",584,1,8072.10949949297
"9663",859,0,13533.6185753914
"9664",695,1,10956.956478302
"9665",695,0,6858.24189465525
"9666",666,1,11020.1041496473
"9667",695,1,12626.411248841
"9668",770,1,14526.8609119031
"9669",695,0,9386.02528637593
"9670",695,1,7261.71718163901
"9671",770,0,14706.1631697997
"9672",695,0,9530.8684561043
"9673",584,1,12426.090474137
"9674",689,1,11378.9904335607
"9675",770,1,10644.7123122999
"9676",584,1,12895.4461080435
"9677",770,0,9329.17200161454
"9678",859,0,12268.8116509229
"9679",584,1,10686.0929543882
"9680",584,1,8863.63342754398
"9681",584,1,9871.62235838293
"9682",584,1,6695.09967425091
"9683",584,1,13254.8864127236
"9684",584,1,9086.65665847029
"9685",584,1,9393.13993550236
"9686",695,1,13663.8815429923
"9687",695,0,9096.8296995692
"9688",695,1,12401.808078955
"9689",584,1,9600.79376679767
"9690",666,0,10295.2919048617
"9691",584,1,10880.9518637847
"9692",695,1,12110.8488189412
"9693",770,0,11512.291206126
"9694",584,1,15089.1553541009
"9695",666,0,8197.74854372345
"9696",584,1,12119.4972025456
"9697",584,1,11703.0144776561
"9698",695,0,9706.19223962076
"9699",695,1,10200.1209715465
"9700",584,1,9248.49265103915
"9701",770,0,8392.23124014931
"9702",689,1,13873.4460387083
"9703",584,1,8575.80750797825
"9704",695,1,11719.6802587947
"9705",770,0,8379.11639243489
"9706",584,1,7783.66346002539
"9707",584,1,11136.0669665665
"9708",584,1,11636.903853498
"9709",584,1,13283.4874738211
"9710",666,1,10563.6136991137
"9711",584,0,8346.59102077095
"9712",584,1,13436.1774928893
"9713",584,1,10082.1257003304
"9714",584,1,9015.63693114271
"9715",584,1,8872.89662443149
"9716",584,1,14083.4497069793
"9717",695,1,13595.918199647
"9718",584,1,10689.3764572762
"9719",666,1,10539.7633420304
"9720",695,1,11491.9362716252
"9721",584,1,13895.2296110789
"9722",584,1,6161.53565861418
"9723",666,0,9791.87742351466
"9724",584,1,12787.5201560226
"9725",770,1,10872.7523840456
"9726",695,1,9789.47956949949
"9727",666,1,13224.9828921891
"9728",584,1,10414.9759380757
"9729",666,1,11045.7986270929
"9730",584,1,9405.61699300303
"9731",770,1,12307.3196547148
"9732",584,1,10645.4699483869
"9733",770,0,9198.92710016789
"9734",584,1,9074.06426485961
"9735",584,1,14221.5062265592
"9736",695,0,7836.79417547408
"9737",695,0,8573.72680011701
"9738",695,0,7147.72972563756
"9739",695,1,8469.7592030363
"9740",584,1,9423.35367646494
"9741",770,0,10802.6130713428
"9742",695,1,12821.4693140066
"9743",695,0,8085.25228500134
"9744",695,0,11531.3297572197
"9745",695,1,12295.0892913389
"9746",584,1,8242.66516898374
"9747",695,0,8491.23100577281
"9748",770,1,13062.2474920001
"9749",584,1,8941.42286737113
"9750",695,0,9518.45612068694
"9751",584,1,14725.2791212137
"9752",584,1,11850.2941481641
"9753",584,1,15841.1342541958
"9754",770,0,8805.41669852212
"9755",695,1,9964.46709568564
"9756",584,1,11268.9606527498
"9757",770,0,10316.1625542353
"9758",584,1,10643.9579751647
"9759",584,1,14171.7540654408
"9760",584,1,11177.902612726
"9761",584,1,10447.4555532171
"9762",666,1,14509.8734837125
"9763",584,1,13014.7225226653
"9764",695,1,15420.9632389547
"9765",695,1,13551.4089378116
"9766",584,1,9180.02376498255
"9767",584,1,11673.7359463857
"9768",770,0,12412.7611132807
"9769",770,0,6781.47289589356
"9770",770,1,10714.4539210116
"9771",584,1,11559.1817032093
"9772",695,0,10649.5102583892
"9773",584,1,10169.7244322804
"9774",770,0,12262.6564961801
"9775",695,0,7375.83692804091
"9776",695,1,14382.5756450586
"9777",695,1,11981.2007687492
"9778",584,0,9215.84777017283
"9779",584,1,10890.3729794419
"9780",695,0,9443.61566681527
"9781",695,0,7994.09994766549
"9782",695,0,8181.00230981296
"9783",584,1,7767.00515017208
"9784",770,1,13663.8406538435
"9785",584,1,7235.44544296591
"9786",695,1,11584.0942505296
"9787",859,1,14800.921251717
"9788",695,1,10460.2985456464
"9789",770,0,11284.117770092
"9790",695,1,11611.2473631458
"9791",584,1,8167.71293375646
"9792",584,0,8310.76274713751
"9793",584,1,9825.99343788281
"9794",584,1,10074.9227206768
"9795",695,0,7489.14083104438
"9796",584,1,13231.0430872696
"9797",770,0,6367.95319889447
"9798",584,1,12530.1278810244
"9799",695,1,11067.4873122705
"9800",584,0,11349.4129872135
"9801",695,0,11256.1693151482
"9802",584,1,13038.6571847979
"9803",584,1,12701.4833770084
"9804",689,0,10443.9238339839
"9805",695,0,11431.6438451904
"9806",584,1,9702.85706661149
"9807",770,0,9359.87350047663
"9808",666,1,7798.13495287044
"9809",584,1,12694.5924744166
"9810",584,1,14018.6951124779
"9811",584,1,14065.1201001152
"9812",584,1,12182.088607097
"9813",859,0,12104.9450409041
"9814",695,1,13292.3557962469
"9815",584,1,8159.7210138605
"9816",695,1,12749.5158754067
"9817",584,1,12684.7516327759
"9818",584,1,11171.0774197738
"9819",770,0,9335.66118062659
"9820",584,1,11217.6892496986
"9821",770,0,6108.44380961263
"9822",695,1,11907.6816969368
"9823",584,1,11955.3837743414
"9824",695,0,8938.38437027052
"9825",695,1,13108.1449519393
"9826",584,1,12938.7349434115
"9827",584,1,14813.8527031627
"9828",584,1,13042.633869879
"9829",666,0,7679.59237941465
"9830",584,1,8114.74271580386
"9831",770,1,12042.3323576789
"9832",584,0,6541.85507312246
"9833",584,1,14795.8379988641
"9834",695,1,11201.9175507303
"9835",584,1,9723.92288520018
"9836",770,1,10742.7791824621
"9837",770,0,7203.14467518759
"9838",770,1,11879.9140137704
"9839",695,1,9571.94092570594
"9840",584,1,12539.3176944979
"9841",584,1,7867.7001281697
"9842",770,0,12974.6966453169
"9843",695,1,13255.0248768812
"9844",584,1,12443.0821440442
"9845",584,1,11608.636594065
"9846",695,0,9683.84028404296
"9847",584,1,8087.03598247415
"9848",584,1,13385.9657138259
"9849",695,1,13450.889135844
"9850",584,1,11569.5984588377
"9851",859,0,10245.9737257067
"9852",770,1,11331.8444386706
"9853",584,1,8685.08613290435
"9854",695,0,7306.05833060584
"9855",584,1,15273.1163670612
"9856",695,1,14005.4027847493
"9857",584,0,8872.98520744179
"9858",770,1,12060.1557847265
"9859",695,1,10280.9592680808
"9860",584,1,9528.47771771239
"9861",695,1,11564.2971898595
"9862",584,1,11853.1793819854
"9863",584,1,9003.99223277347
"9864",584,1,13015.5179377397
"9865",695,1,12515.9088114145
"9866",584,1,11351.0374184855
"9867",695,0,9575.84035926152
"9868",770,1,15536.2821943538
"9869",584,1,13235.7314022871
"9870",584,1,11319.9780128386
"9871",584,1,10458.6146256623
"9872",584,0,10826.3253892749
"9873",859,0,10695.3672474635
"9874",695,1,13436.86215025
"9875",770,0,9724.62805763393
"9876",584,1,10895.6057494605
"9877",695,0,7932.06695171079
"9878",770,0,10073.8572695005
"9879",695,1,11641.9530972038
"9880",770,1,16267.3850651584
"9881",695,0,10281.7159061739
"9882",695,0,7212.11450016375
"9883",695,1,12028.7009855585
"9884",695,1,12190.1886538803
"9885",770,1,14097.0941142178
"9886",770,1,15379.1993026185
"9887",584,1,13076.7568811386
"9888",695,0,9642.73914319357
"9889",859,1,13162.5325162184
"9890",584,1,10823.6740545342
"9891",584,1,11194.7776943708
"9892",584,1,11848.6854884269
"9893",770,1,6994.04304460329
"9894",584,1,14016.9181481651
"9895",584,1,13038.3442981045
"9896",584,1,12034.5833011024
"9897",584,1,5947.76221400813
"9898",695,1,12442.6336554946
"9899",695,1,14080.368431493
"9900",584,1,10210.5960178811
"9901",770,1,13743.8992111847
"9902",695,1,12428.3456780739
"9903",666,0,7101.67632730616
"9904",689,0,9885.36447773482
"9905",770,1,10992.8665787197
"9906",584,1,13061.3517564695
"9907",695,1,13897.1477103616
"9908",584,0,8142.17753674573
"9909",584,1,7043.34470068836
"9910",584,1,11078.7270980591
"9911",666,0,7989.09216965749
"9912",689,1,13745.1192104367
"9913",695,0,7859.87453368176
"9914",770,0,6673.04623513858
"9915",695,1,11726.4427334271
"9916",689,1,10922.6394520943
"9917",695,1,9209.63354830171
"9918",695,1,10240.5167424744
"9919",584,1,11709.615251514
"9920",666,0,4863.68393752561
"9921",584,0,7690.79461603164
"9922",584,1,6382.85651672987
"9923",859,0,11929.8692862587
"9924",584,1,13195.4515314491
"9925",695,1,12740.3738573129
"9926",584,1,14411.4944963761
"9927",584,1,15887.9045463804
"9928",770,0,6355.72316641267
"9929",584,1,11070.5403087437
"9930",695,0,11706.45801156
"9931",584,1,8723.29013135437
"9932",584,1,12294.601959169
"9933",584,1,11594.6332443836
"9934",584,1,10081.8375340538
"9935",859,0,12413.0374737391
"9936",695,1,13910.922107708
"9937",584,1,9877.15962692102
"9938",584,1,11899.955726474
"9939",584,1,11234.8460737866
"9940",770,1,12431.8102043882
"9941",695,0,7704.91532811604
"9942",584,1,8772.94687675895
"9943",666,0,8421.05502000084
"9944",584,1,8629.22548421587
"9945",584,0,9110.89957390451
"9946",666,1,9772.15820399407
"9947",666,0,10366.5982609154
"9948",584,1,12654.1238401413
"9949",666,1,10042.3654050557
"9950",695,1,12203.9968815099
"9951",584,1,8401.63104578334
"9952",770,0,7754.97569340802
"9953",584,0,10952.6163732559
"9954",689,0,9192.04120045488
"9955",584,1,10908.1508682589
"9956",695,1,10772.9359941585
"9957",689,1,10384.6150222415
"9958",584,1,11855.9439524798
"9959",666,0,9232.96700467693
"9960",770,0,8968.10241310178
"9961",695,1,12577.7215643088
"9962",770,0,10897.1266571879
"9963",584,1,12555.0972265753
"9964",695,1,15061.0080792518
"9965",584,1,12416.0502967002
"9966",695,1,9679.98014333429
"9967",584,1,10307.7102513868
"9968",695,0,9496.29418419056
"9969",695,1,14656.3386367461
"9970",584,1,8617.99325652409
"9971",695,0,7439.63831578503
"9972",584,1,10145.2738156398
"9973",584,1,14764.5890898929
"9974",584,1,13164.3617565665
"9975",584,1,11295.1658241873
"9976",584,1,8031.95633033403
"9977",584,1,12448.1686282967
"9978",770,1,13796.0299615098
"9979",695,0,10204.0688625474
"9980",695,0,6008.9683864322
"9981",584,1,6208.66771951022
"9982",584,1,10543.7411406527
"9983",584,1,7967.96682824594
"9984",770,1,12701.1278503378
"9985",666,0,9178.0892398352
"9986",584,1,10418.978231111
"9987",695,0,11331.4153840936
"9988",695,1,13850.0934273124
"9989",584,1,15504.0047870147
"9990",584,1,7084.71953657439
"9991",584,1,9819.70826114648
"9992",584,1,12282.8792416338
"9993",584,1,11846.8578247458
"9994",584,1,11452.2051173115
"9995",584,1,14279.7629919791
"9996",695,1,15512.7429461417
"9997",584,1,6632.81066851805
"9998",584,1,9202.98631621894
"9999",859,0,10314.978731435
"10000",584,1,11578.3142982426
"10001",695,1,11179.0264917847
"10002",584,1,12948.6722357748
"10003",584,1,12915.0842183795
"10004",584,1,11225.3852682903
"10005",584,1,13817.3904985799
"10006",695,0,9937.40682107185
"10007",584,1,11719.2442071748
"10008",666,1,6992.78822691647
"10009",584,1,12047.7701444518
"10010",695,1,14120.7278120356
"10011",666,0,8273.485559652
"10012",584,1,11404.6902162657
"10013",584,1,12402.1428938585
"10014",695,0,10534.767840897
"10015",584,1,11189.2014388216
"10016",584,1,11736.127340026
"10017",584,1,16993.9011423969
"10018",584,1,13831.5090055238
"10019",584,1,13026.8476510738
"10020",584,1,10097.5289994411
"10021",584,1,10429.903258557
"10022",584,1,13816.1544172549
"10023",695,1,13467.6595962932
"10024",695,0,7661.29594942673
"10025",695,1,16253.7681761386
"10026",695,0,9371.9403846499
"10027",770,0,9353.80744393083
"10028",584,1,12697.6137004254
"10029",859,1,11739.586118212
"10030",584,1,8961.95281430455
"10031",695,0,8810.72338596391
"10032",695,1,11334.5780475814
"10033",770,0,4698.93021410812
"10034",859,0,10974.5011403417
"10035",695,1,10253.9533493761
"10036",689,0,8906.89646716509
"10037",584,1,9592.27947318476
"10038",584,1,14201.0004352497
"10039",584,1,12545.5147255021
"10040",695,0,10049.0209041886
"10041",859,0,7430.87888532826
"10042",584,1,16293.9087347842
"10043",695,0,9091.92972564245
"10044",584,1,12840.5180212535
"10045",770,1,11396.0378727299
"10046",584,1,9136.21484892704
"10047",770,0,8049.8070148998
"10048",695,1,9351.22592022642
"10049",770,1,12406.9090705972
"10050",584,1,13090.6311251396
"10051",584,1,13244.3207869385
"10052",770,1,12514.5404578985
"10053",584,1,10804.1759801478
"10054",584,1,10514.3022935782
"10055",584,1,13259.0589299675
"10056",695,1,13431.7483350812
"10057",584,0,7395.8785614316
"10058",695,1,12080.3191338984
"10059",689,1,11808.6663581033
"10060",695,1,15222.2600147639
"10061",770,1,11298.4662582015
"10062",584,0,11610.0689879744
"10063",695,1,12744.5088496106
"10064",584,1,11133.7915865798
"10065",695,0,6185.92659209623
"10066",584,1,10776.4584901192
"10067",584,1,12693.0569903177
"10068",584,1,8647.97732893144
"10069",584,1,13289.5325840383
"10070",770,1,13185.4671088919
"10071",584,1,9715.58244929034
"10072",584,0,8497.06653274681
"10073",584,1,14629.5243552125
"10074",770,1,14370.7271448632
"10075",770,0,7790.42657679643
"10076",666,1,9216.5479816523
"10077",695,1,8916.41578409577
"10078",695,0,8092.11127876819
"10079",770,0,10725.4576308235
